User,PID,CPU,Memory,VSZ,RSS,TTY,STAT,Start,Time,Command
atik,1978,3.1,2.7,4680556,330680,?,Ssl,ফেব22,49:16,/usr/bin/gnome-shell
atik,2000,0.0,0.0,323688,10412,?,Sl,ফেব22,0:00,ibus-daemon
atik,2004,0.0,0.0,249360,9336,?,Sl,ফেব22,0:00,/usr/libexec/ibus-dconf
atik,2005,0.0,0.2,284160,30244,?,Sl,ফেব22,0:02,/usr/libexec/ibus-extension-gtk3
atik,2007,0.0,0.2,204952,25828,?,Sl,ফেব22,0:00,/usr/libexec/ibus-x11
atik,2011,0.0,0.0,249596,9632,?,Sl,ফেব22,0:01,/usr/libexec/ibus-portal
atik,2022,0.0,0.0,162840,7364,?,Sl,ফেব22,0:17,/usr/libexec/at-spi2-registryd
atik,2026,0.0,0.0,244572,4560,?,Ssl,ফেব22,0:00,/usr/libexec/xdg-permission-store
atik,2031,0.0,0.1,581644,19736,?,Sl,ফেব22,0:00,/usr/libexec/gnome-shell-calendar-server
atik,2037,0.0,0.2,817232,26028,?,Ssl,ফেব22,0:00,/usr/libexec/evolution-source-registry
atik,2047,0.0,0.2,1388492,30300,?,Ssl,ফেব22,0:00,/usr/libexec/evolution-calendar-factory
atik,2051,0.0,0.0,156460,5932,?,Sl,ফেব22,0:00,/usr/libexec/dconf-service
atik,2060,0.0,0.2,756184,29184,?,Ssl,ফেব22,0:00,/usr/libexec/evolution-addressbook-factory
atik,2077,0.0,0.2,2742912,27692,?,Sl,ফেব22,0:00,/usr/bin/gjs
atik,2085,0.0,0.0,326776,11072,?,Sl,ফেব22,0:00,/usr/libexec/gvfsd-trash
atik,2098,0.0,0.0,322912,9192,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-a11y-settings
atik,2099,0.0,0.2,716484,28080,?,Ssl,ফেব22,0:01,/usr/libexec/gsd-color
atik,2100,0.0,0.1,383352,17168,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-datetime
atik,2101,0.0,0.0,323660,10100,?,Ssl,ফেব22,0:01,/usr/libexec/gsd-housekeeping
atik,2103,0.0,0.2,426664,25932,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-keyboard
atik,2105,0.0,0.2,695308,28972,?,Ssl,ফেব22,0:01,/usr/libexec/gsd-media-keys
atik,2108,0.0,0.2,693856,29188,?,Ssl,ফেব22,0:01,/usr/libexec/gsd-power
atik,2113,0.0,0.0,330924,11272,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-print-notifications
atik,2114,0.0,0.0,466076,6184,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-rfkill
atik,2116,0.0,0.0,244612,6000,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-screensaver-proxy
atik,2118,0.0,0.1,478024,13132,?,Ssl,ফেব22,0:05,/usr/libexec/gsd-sharing
atik,2121,0.0,0.0,327072,10592,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-smartcard
atik,2125,0.0,0.2,588796,25172,?,Sl,ফেব22,0:02,/usr/bin/anydesk
atik,2126,0.0,0.0,330776,11136,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-sound
atik,2132,0.0,0.0,396872,9540,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-usb-protection
atik,2136,0.0,0.2,352532,25812,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-wacom
atik,2144,0.0,0.0,327340,10624,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-wwan
atik,2146,0.0,0.0,231804,5996,?,Sl,ফেব22,0:00,/usr/libexec/gsd-disk-utility-notify
atik,2151,0.0,0.2,353644,27352,?,Ssl,ফেব22,0:00,/usr/libexec/gsd-xsettings
atik,2160,0.0,0.4,653096,56796,?,Sl,ফেব22,0:00,/usr/libexec/evolution-data-server/evolution-alarm-notify
atik,2178,0.0,0.1,351160,15000,?,Sl,ফেব22,0:00,/usr/libexec/gsd-printer
atik,2213,0.0,0.0,175520,8932,?,Sl,ফেব22,0:00,/usr/libexec/ibus-engine-simple
atik,2232,0.0,1.6,1196156,202320,?,Sl,ফেব22,0:15,/snap/snap-store/638/usr/bin/snap-store
atik,2267,0.0,0.0,540240,6708,?,Ssl,ফেব22,0:01,/usr/libexec/xdg-document-portal
atik,2380,0.0,0.0,619520,11248,?,Ssl,ফেব22,0:03,/usr/libexec/xdg-desktop-portal
atik,2384,0.0,0.2,501420,26428,?,Ssl,ফেব22,0:03,/usr/libexec/xdg-desktop-portal-gtk
atik,3565,0.0,0.0,171760,6916,?,Ssl,ফেব22,0:00,/usr/libexec/gvfsd-metadata
atik,3568,0.0,0.2,429296,32716,?,Sl,ফেব22,0:01,update-notifier
atik,3843,2.5,3.7,34564684,444752,?,SLl,ফেব22,40:20,/opt/google/chrome/chrome
atik,3848,0.0,0.0,17200,584,?,S,ফেব22,0:00,cat
atik,3849,0.0,0.0,17200,580,?,S,ফেব22,0:00,cat
atik,3851,0.0,0.0,33577208,3248,?,Sl,ফেব22,0:00,/opt/google/chrome/chrome_crashpad_handler
atik,3853,0.0,0.0,33567972,2936,?,Sl,ফেব22,0:00,/opt/google/chrome/chrome_crashpad_handler
atik,3859,0.0,0.4,33862444,58588,?,S,ফেব22,0:00,/opt/google/chrome/chrome
atik,3860,0.0,0.4,33862432,58320,?,S,ফেব22,0:00,/opt/google/chrome/chrome
atik,3861,0.0,0.0,33568372,4716,?,S,ফেব22,0:00,/opt/google/chrome/nacl_helper
atik,3864,0.0,0.1,33862456,15904,?,S,ফেব22,0:02,/opt/google/chrome/chrome
atik,3889,3.2,1.7,34237376,211232,?,Sl,ফেব22,50:14,/opt/google/chrome/chrome
atik,3891,0.6,1.1,33936276,133472,?,Sl,ফেব22,10:34,/opt/google/chrome/chrome
atik,3902,0.0,0.4,33912032,52328,?,Sl,ফেব22,0:10,/opt/google/chrome/chrome
atik,3965,0.0,0.9,1184782880,112420,?,Sl,ফেব22,0:02,/opt/google/chrome/chrome
atik,3986,0.0,0.7,1184772628,91112,?,Sl,ফেব22,0:00,/opt/google/chrome/chrome
atik,4007,0.0,1.1,1184786624,138932,?,Sl,ফেব22,0:18,/opt/google/chrome/chrome
atik,4046,0.0,0.9,1184781172,111396,?,Sl,ফেব22,0:04,/opt/google/chrome/chrome
atik,4075,0.1,0.9,1184780824,115412,?,Sl,ফেব22,2:49,/opt/google/chrome/chrome
atik,4085,0.0,0.7,1184772628,90684,?,Sl,ফেব22,0:00,/opt/google/chrome/chrome
atik,4297,0.2,0.6,34450380,78904,?,Sl,ফেব22,3:37,/opt/google/chrome/chrome
atik,5617,0.0,0.0,288800,11312,?,Sl,ফেব22,0:00,/usr/libexec/gvfsd-http
atik,5939,0.0,0.8,645728,104996,?,Sl,ফেব22,0:50,/usr/bin/copyq
atik,5949,0.0,0.4,590624,51100,?,Sl,ফেব22,1:17,/usr/bin/copyq
atik,5956,0.0,0.2,112736,29024,?,S,ফেব22,0:01,/usr/bin/copyq
atik,11858,0.0,0.0,1006948,11096,?,Sl,ফেব23,0:00,/usr/libexec/gvfsd-network
atik,11874,0.0,0.0,323960,8344,?,Sl,ফেব23,0:00,/usr/libexec/gvfsd-dnssd
atik,20632,0.0,0.2,720200,25860,?,Sl,ফেব23,0:00,/usr/bin/snap
atik,20998,0.0,0.0,6044,3744,?,S,ফেব23,0:00,/usr/bin/ssh-agent
atik,31180,1.6,4.4,1184847684,537116,?,Sl,ফেব23,11:00,/opt/google/chrome/chrome
atik,31208,0.0,0.6,1184772624,80892,?,Sl,ফেব23,0:00,/opt/google/chrome/chrome
atik,33758,4.3,2.8,1184811284,341924,?,Sl,ফেব23,27:31,/opt/google/chrome/chrome
atik,51574,0.5,1.2,1184782380,147112,?,Sl,ফেব23,2:49,/opt/google/chrome/chrome
atik,61351,0.3,1.6,1185861292,198448,?,Sl,00:35,0:10,/opt/google/chrome/chrome
atik,61502,0.0,0.0,43992,6676,?,Ss,00:37,0:00,/usr/lib/bluetooth/obexd
atik,61557,36.9,3.3,1185949412,403988,?,Rl,00:37,16:15,/opt/google/chrome/chrome
atik,63179,0.5,0.5,1202232,70048,?,Sl,00:49,0:11,/usr/bin/nautilus
atik,63464,1.2,1.4,38785508,170596,?,SLsl,00:50,0:23,/snap/code/119/usr/share/code/code
atik,63466,0.0,0.4,33979128,51172,?,S,00:50,0:00,/snap/code/119/usr/share/code/code
atik,63467,0.0,0.4,33979116,49452,?,S,00:50,0:00,/snap/code/119/usr/share/code/code
atik,63480,0.0,0.0,33585760,2384,?,Sl,00:50,0:00,/snap/code/119/usr/share/code/chrome_crashpad_handler
atik,63507,0.1,0.5,34040852,66824,?,Sl,00:50,0:02,/snap/code/119/usr/share/code/code
atik,63538,6.9,2.5,57373064,299160,?,Sl,00:50,2:11,/snap/code/119/usr/share/code/code
atik,63561,7.0,0.8,34140180,99912,?,Sl,00:50,2:13,/snap/code/119/usr/share/code/code
atik,63577,1.2,1.2,46845892,147980,?,Sl,00:50,0:23,/snap/code/119/usr/share/code/code
atik,63589,0.9,1.6,38432464,193664,?,Sl,00:50,0:18,/snap/code/119/usr/share/code/code
atik,63607,0.3,0.7,38379612,85716,?,Sl,00:50,0:06,/snap/code/119/usr/share/code/code
atik,63628,0.0,0.6,38383580,78208,?,Sl,00:50,0:01,/snap/code/119/usr/share/code/code
atik,63636,0.2,1.0,38333776,122768,?,Sl,00:50,0:04,/snap/code/119/usr/share/code/code
atik,63637,0.8,1.3,38366560,162816,?,Sl,00:50,0:16,/snap/code/119/usr/share/code/code
atik,63690,0.1,0.8,38366560,96364,?,Sl,00:50,0:02,/snap/code/119/usr/share/code/code
atik,63724,0.1,0.0,23720,9256,pts/1,Ss,00:50,0:01,/usr/bin/bash
atik,63907,0.0,0.9,38333776,110116,?,Sl,00:50,0:01,/snap/code/119/usr/share/code/code
atik,63908,0.0,0.9,38333776,109308,?,Sl,00:50,0:01,/snap/code/119/usr/share/code/code
atik,64373,0.5,1.4,1184800956,173444,?,Sl,00:53,0:09,/opt/google/chrome/chrome
atik,66054,1.7,1.0,1185806864,123764,?,Sl,01:11,0:10,/opt/google/chrome/chrome
atik,66476,0.1,0.9,1184772772,108620,?,Sl,01:15,0:00,/opt/google/chrome/chrome
atik,66872,0.0,0.5,1184748036,68520,?,Sl,01:20,0:00,/opt/google/chrome/chrome
atik,67013,0.0,0.0,2620,596,?,S,01:21,0:00,/bin/sh
atik,67014,0.0,0.0,18476,3384,?,S,01:21,0:00,/bin/bash
atik,67017,0.0,0.0,17060,584,?,S,01:21,0:00,sleep
atik,67020,0.0,0.3,329756,40824,pts/1,Sl+,01:21,0:00,node
atik,67030,0.0,0.0,2620,536,pts/1,S+,01:21,0:00,/bin/sh
atik,67031,0.0,0.0,20472,3492,pts/1,R+,01:21,0:00,ps
